MAC,Accel,Load,V,Fxw,Zfore,Zaft,Pitch
28,0.7,7,2.209083632,3.392194328,6.486443709,12.24586445,2.106782339
28,0.7,7,2.199811632,3.183751448,6.630799709,12.15979945,2.150727339
28,0.7,7,2.255958632,3.272188598,6.370958709,12.44668345,2.150727339
28,0.7,7,2.227627632,3.569058818,5.995632709,12.61881445,2.211152339
28,0.7,7,2.267805632,3.619590128,6.284344709,12.64750345,2.238618339
28,0.7,7,2.275017632,3.449043278,6.111117709,12.56143745,2.260590339
28,0.7,7,2.324982632,3.344821838,5.360464709,12.15979945,2.260590339
28,0.7,7,2.269350632,3.329027738,5.389335709,11.67209645,2.315522339
28,0.7,7,2.294848632,3.221657288,5.071752709,12.27455345,2.348481339
28,0.7,7,2.179464632,3.581694098,5.764662709,12.21717645,2.359467339
28,0.7,7,2.678863632,3.401670788,5.764662709,12.47537245,2.359467339
28,0.7,7,2.266517632,3.569058818,5.360464709,12.59012645,2.386933339
28,0.7,7,2.467410632,3.771184058,5.331593709,12.38930745,2.397920339
28,0.7,7,2.389886632,3.774342878,5.158366709,11.93029245,2.397920339
28,0.7,7,2.642805632,3.606954848,5.100623709,12.10242245,2.441865339
28,0.7,7,2.543389632,3.556423538,5.129494709,12.10242245,2.441865339
28,0.7,7,2.392204632,3.562741178,5.100623709,11.81553845,2.452851339
28,0.7,7,2.446548632,3.869087858,4.811911709,12.41799545,2.452851339
28,0.7,7,2.341466632,3.477472658,4.494327709,12.13111145,2.474824339
28,0.7,7,2.458911632,3.509051048,4.840782709,11.55734245,2.474824339
28,0.7,7,2.585886632,3.430100168,4.263357709,11.98766845,2.507783339
28,0.7,7,2.502180632,3.856462388,4.292228709,10.69668945,2.507783339
28,0.7,7,2.510679632,3.786978158,3.945773709,11.09832745,2.551728339
28,0.7,7,2.553176632,3.919619168,3.974645709,10.89750845,2.551728339
28,0.7,7,2.517633632,3.941730908,3.512705709,11.98766845,2.579194339
28,0.7,7,2.599794632,3.714335108,3.945773709,11.24176945,2.601167339
28,0.7,7,2.605975632,4.131220868,3.281735709,10.86881945,2.601167339
28,0.7,7,2.593097632,3.831191828,4.003516709,11.06963845,2.623139339
28,0.7,7,2.594385632,3.802772258,3.454962709,10.89750845,2.623139339
28,0.7,7,2.452730632,4.409147978,3.483834709,10.89750845,2.650605339
28,0.7,7,2.621686632,3.559582358,3.570447709,10.46718145,2.650605339
28,0.7,7,2.693544632,4.418624438,4.032387709,10.38111645,2.678071339
28,0.7,7,2.690968632,4.093324838,2.617696709,11.04095045,2.678071339
28,0.7,7,2.786264632,3.989103398,2.877538709,11.15570445,2.689057339
28,0.7,7,2.656713632,3.903834878,3.050765709,10.66800045,2.689057339
28,0.7,7,2.658259632,4.361775488,2.646568709,10.49587045,2.700044339
28,0.7,7,2.659289632,4.036475888,3.108507709,10.43849345,2.705537339
28,0.7,7,2.757675632,4.033317068,3.223992709,10.61062345,2.700044339
28,0.7,7,2.754069632,3.869087858,3.397220709,10.55324745,2.683564339
28,0.7,7,2.744025632,4.099642478,4.032387709,10.49587045,2.683564339
28,0.7,7,2.729087632,4.090166018,3.743675709,9.864724449,2.672578339
28,0.7,7,2.762569632,4.548106628,3.223992709,9.950789449,2.672578339
28,0.7,7,2.807899632,4.396512698,2.848666709,10.35242845,2.661591339
28,0.7,7,2.845502632,4.355457848,3.166250709,10.12292045,2.661591339
28,0.7,7,2.804550632,4.162809068,3.195121709,10.06554345,2.656098339
28,0.7,7,2.796824632,4.128062048,3.310606709,10.38111645,2.656098339
28,0.7,7,2.853486632,4.491267488,3.339477709,10.40980445,2.656098339
28,0.7,7,2.829791632,4.500734138,3.195121709,10.03685545,2.656098339
28,0.7,7,2.922511632,4.753400498,3.108507709,9.807347449,2.656098339
28,0.7,7,2.743767632,4.484949848,3.714803709,10.09423245,2.656098339
28,0.7,7,2.870227632,4.589171288,3.426091709,9.520463449,2.672578339
28,0.7,7,2.774159632,4.443885188,3.714803709,10.09423245,2.683564339
28,0.7,7,2.928692632,4.478632208,3.426091709,10.26636245,2.689057339
28,0.7,7,2.956766632,4.342822568,3.512705709,10.72537745,2.689057339
28,0.7,7,2.972219632,4.873406228,3.483834709,9.864724449,2.689057339
28,0.7,7,2.985612632,4.753400498,3.454962709,10.00816645,2.689057339
28,0.7,7,2.978143632,4.961843378,3.888031709,9.950789449,2.689057339
28,0.7,7,2.836230632,4.832351378,4.061258709,8.946694449,2.683564339
28,0.7,7,3.017292632,5.012374688,3.801417709,9.319644449,2.661591339
28,0.7,7,3.031715632,4.639702598,3.512705709,8.860629449,2.650605339
28,0.7,7,3.018322632,4.604955578,3.166250709,9.721282449,2.612153339
28,0.7,7,3.074469632,5.388205598,3.945773709,8.717187449,2.606660339
28,0.7,7,3.086317632,4.974468848,4.119001709,9.176202449,2.584687339
28,0.7,7,3.060819632,4.762867148,3.830288709,9.147513449,2.584687339
28,0.7,7,3.145813632,5.182911728,4.321099709,9.204890449,2.568208339
28,0.7,7,3.027337632,5.400831068,4.494327709,9.262267449,2.546235339
28,0.7,7,3.120057632,5.609273948,4.638683709,9.377021449,2.524262339
28,0.7,7,3.204536632,5.435578088,4.147872709,8.487679449,2.518769339
28,0.7,7,3.060561632,5.612432768,3.974645709,8.975383449,2.524262339
28,0.7,7,2.993339632,5.075541278,4.580941709,8.631122449,2.524262339
28,0.7,7,3.158433632,5.037635438,4.407713709,8.516368449,2.502290339
28,0.7,7,3.188825632,5.451362378,4.552069709,8.057353449,2.496796339
28,0.7,7,3.196294632,5.580854378,4.494327709,8.229484449,2.496796339
28,0.7,7,2.998490632,5.694552278,4.234486709,8.573745449,2.502290339
28,0.7,7,3.217413632,5.849305028,4.263357709,7.942599449,2.502290339
28,0.7,7,3.294938632,5.959844108,4.494327709,8.229484449,2.491303339
28,0.7,7,3.273303632,5.514528968,4.869653709,7.827846449,2.480317339
28,0.7,7,3.230549632,5.963002928,4.927396709,7.741780449,2.469331339
28,0.7,7,3.215868632,6.174604628,5.187237709,7.713092449,2.463838339
28,0.7,7,3.292363632,6.364094588,4.580941709,7.856534449,2.452851339
28,0.7,7,3.295968632,6.073542008,4.956267709,7.569650449,2.447358339
28,0.7,7,3.180068632,5.991422498,4.667554709,8.057353449,2.419892339
28,0.7,7,3.259910632,5.817726638,5.418207709,7.885222449,2.419892339
28,0.7,7,3.502787632,5.836669748,5.014009709,7.655715449,2.370454339
28,0.7,7,3.453851632,6.139857608,5.735790709,7.254077449,2.342988339
28,0.7,7,3.359328632,6.332516198,5.678048709,7.368831449,2.337495339
28,0.7,7,3.424747632,6.345151478,5.447078709,6.881127449,2.310029339
28,0.7,7,3.510771632,6.544117898,5.475949709,7.483584449,2.293549339
28,0.7,7,3.142722632,6.619909958,5.504820709,7.569650449,2.282563339
28,0.7,7,3.457972632,7.182081818,5.620305709,7.397519449,2.271577339
28,0.7,7,3.380447632,6.793615628,5.937889709,6.364736449,2.244111339
28,0.7,7,3.497121632,6.803092088,6.111117709,6.077851449,2.244111339
28,0.7,7,3.414960632,6.882042968,6.399829709,6.594243449,2.183686339
28,0.7,7,3.521846632,6.774662708,5.995632709,6.508178449,2.183686339
28,0.7,7,3.400794632,6.705188288,6.284344709,6.651620449,2.117768339
28,0.7,7,3.642899632,6.822045008,7.150481709,5.532771449,2.117768339
28,0.7,7,3.415990632,7.204183748,6.342086709,6.422113449,2.057343339
28,0.7,7,3.651913632,6.913631168,6.457571709,5.360641449,2.057343339
28,0.7,7,3.776829632,7.248407228,6.861769709,5.877032449,2.018891339
28,0.7,7,3.423974632,7.188399458,7.237095709,5.561460449,1.969453339
28,0.7,7,3.561253632,6.995740868,7.121610709,5.217199449,1.941987339
28,0.7,7,3.615855632,7.343152208,7.323709709,5.704902449,1.876069339
28,0.7,7,3.714242632,6.859941038,7.208224709,5.733590449,1.876069339
28,0.7,7,3.622552632,7.223136668,7.756778709,5.360641449,1.821137339
28,0.7,7,3.668139632,7.021011428,7.756778709,4.786872449,1.821137339
28,0.7,7,3.528801632,6.986264408,7.901134709,4.987691449,1.777192339
28,0.7,7,3.650883632,7.722141938,8.391945709,4.442611449,1.777192339
28,0.7,7,3.623324632,7.917949538,8.998241709,4.872938449,1.738740339
28,0.7,7,3.754937632,7.820045738,9.084855709,4.930314449,1.689301339
28,0.7,7,3.644959632,7.731608588,9.489053709,4.959003449,1.656342339
28,0.7,7,3.941409632,7.993741598,10.38406171,5.331952449,1.595918339
28,0.7,7,3.788934632,8.205343298,10.84600171,4.987691449,1.568452339
28,0.7,7,3.792283632,8.470635128,11.65439771,4.499988449,1.502534339
28,0.7,7,3.734332632,8.596968308,12.14520871,5.848344449,1.469575339
28,0.7,7,3.727378632,9.140187248,11.74101071,5.733590449,1.387177339
28,0.7,7,3.686684632,9.446533928,12.78037671,4.327858449,1.337739339
28,0.7,7,3.527770632,8.688554468,13.32892971,4.385234449,1.238862339
28,0.7,7,3.748755632,9.456010388,13.93522671,4.557365449,1.178437339
28,0.7,7,3.853067632,9.509700518,14.51265171,4.557365449,1.057588339
28,0.7,7,3.796919632,9.882372608,15.66750271,4.643430449,0.997163339
28,0.7,7,3.816751632,9.661294448,16.56251171,3.438517449,0.766450339
28,0.7,7,3.919774632,10.53928945,16.90896671,4.012285449,0.766450339
28,0.7,7,3.679987632,10.46348758,18.49688671,4.184416449,0.519257339
28,0.7,7,3.909987632,10.54243846,20.11367771,3.696712449,0.519257339
28,0.7,7,3.835810632,11.9320642,20.80658871,3.323763449,0.326997339
28,0.7,7,3.997300632,12.5826634,20.97981571,2.950813449,0.096284339
28,0.7,7,3.892988632,13.30906447,21.90369671,3.122944449,-0.024565661
28,0.7,7,3.954030632,13.72910905,23.37613171,2.377045449,-0.211332661
28,0.7,7,4.033101632,13.27747627,22.94306271,2.204915449,-0.299223661
28,0.7,7,3.751331632,13.9659715,24.30001271,2.348357449,-0.475004661
28,0.7,7,3.784041632,13.1037706,24.84856771,1.401639449,-0.573881661
28,0.7,7,3.929562632,13.26799981,24.58872571,1.860654449,-0.694731661
28,0.7,7,4.041600632,13.2332626,26.03228971,2.176226449,-0.755156661
28,0.7,7,3.919774632,13.3311664,25.42599271,1.831965449,-0.837553661
28,0.7,7,4.141276632,13.87754416,25.36825071,1.889342449,-0.859526661
28,0.7,7,4.081522632,14.11440661,25.28163671,2.520487449,-0.897978661
28,0.7,7,4.151836632,14.1775732,24.84856771,2.778683449,-0.892485661
28,0.7,7,4.102642632,14.54708647,24.90630971,2.319668449,-0.876005661
28,0.7,7,4.200772632,13.89017944,25.31050771,2.979502449,-0.821074661
28,0.7,7,4.133034632,14.0954635,24.90630971,3.180321449,-0.788115661
28,0.7,7,4.147457632,14.09862232,25.80131971,3.065567449,-0.722197661
28,0.7,7,4.123762632,14.45865913,24.61759671,3.094256449,-0.683744661
28,0.7,7,3.964075632,14.28495346,24.30001271,5.102445449,-0.579374661
28,0.7,7,4.303796632,14.55024529,23.40500371,5.704902449,-0.436552661
28,0.7,7,3.999618632,14.45550031,23.28951771,5.360641449,-0.326689661
28,0.7,7,4.181713632,13.62172879,22.48112271,8.889317449,-0.046537661
28,0.7,7,4.186091632,13.40696827,20.37351871,8.975383449,0.085297339
28,0.7,7,4.266192632,13.23642142,20.86433071,8.143418449,0.392915339
28,0.7,7,4.215968632,12.87638461,19.73835071,5.790967449,0.574189339
28,0.7,7,4.238633632,12.75005143,19.33415371,14.22536745,0.925752339
28,0.7,7,4.132519632,12.22894423,18.69898571,14.11061345,1.107026339
28,0.7,7,4.255375632,11.60992342,18.00607471,19.33191145,1.469575339
28,0.7,7,4.143851632,11.51833726,16.59138271,15.51634745,1.661836339
28,0.7,7,4.406563632,11.69520175,16.47589771,18.06961945,2.002412339
28,0.7,7,4.044433632,12.24788734,15.34991871,18.78683045,2.002412339
28,0.7,7,4.281388632,12.63635353,14.71475071,16.69257345,2.447358339
28,0.7,7,4.245587632,12.48160078,13.44441571,16.54913145,2.447358339
28,0.7,7,4.289888632,12.20683249,12.49166371,16.17618145,2.711030339
28,0.7,7,4.357111632,12.01418371,11.04810071,15.40159345,2.765962339
28,0.7,7,4.273919632,12.42159301,11.27907071,14.48356345,2.765962339
28,0.7,7,4.172698632,12.20367367,11.25019971,14.56962845,2.754975339
28,0.7,7,4.345006632,12.66162409,10.99035871,16.20487045,2.727509339
28,0.7,7,4.082810632,12.51633799,11.56778371,12.90569845,2.727509339
28,0.7,7,4.325174632,12.55424383,10.93261571,13.70897545,2.678071339
28,0.7,7,4.229104632,12.907963,11.68326871,12.79094545,2.606660339
28,0.7,7,4.649701632,12.75005143,11.42342771,11.21308145,2.606660339
28,0.7,7,4.437213632,12.32368921,11.97198071,12.67619145,2.557221339
28,0.7,7,4.415062632,13.15114309,12.37617871,12.01635745,2.557221339
28,0.7,7,4.450091632,13.0058668,10.84600171,10.55324745,2.474824339
28,0.7,7,4.436440632,12.80374156,12.66489171,10.35242845,2.474824339
28,0.7,7,4.343460632,12.93954139,12.69376271,10.63931245,2.425385339
28,0.7,7,4.308175632,12.82269448,14.59926571,13.27864845,2.370454339
28,0.7,7,4.526844632,13.65962482,12.57827771,7.942599449,2.337495339
28,0.7,7,4.472241632,12.87954343,13.35780171,9.319644449,2.222138339
28,0.7,7,4.461423632,12.90164536,14.83023571,7.741780449,2.145234339
28,0.7,7,4.487695632,13.37853889,15.63863071,12.90569845,1.952973339
28,0.7,7,4.538692632,14.14915363,16.36041271,6.221294449,1.843110339
28,0.7,7,4.691683632,14.33548477,16.90896671,4.557365449,1.590424339
28,0.7,7,4.524526632,15.33033649,18.64124271,7.741780449,1.453095339
28,0.7,7,4.571145632,15.60510478,19.42076671,3.926220449,1.172944339
28,0.7,7,4.547706632,15.51666763,20.77771671,5.647525449,0.848847339
28,0.7,7,4.911642632,16.17358447,22.45225071,1.602458449,0.667573339
28,0.7,7,4.798572632,16.50520171,23.23177571,4.700807449,0.299531339
28,0.7,7,4.689880632,18.72544015,24.53098371,-0.663926551,0.129243339
28,0.7,7,4.582220632,17.66427283,25.74357671,3.266386449,-0.178373661
28,0.7,7,4.695804632,18.98442415,26.89842871,3.467205449,-0.310209661
28,0.7,7,4.691941632,19.09811224,27.04278471,4.155727449,-0.568388661
28,0.7,7,4.682154632,17.75270017,27.99553771,0.110660449,-0.639799661
28,0.7,7,4.682411632,18.19801531,28.71731971,0.512298449,-0.821074661
28,0.7,7,4.632444632,18.07169194,28.31312171,1.315574449,-0.886992661
28,0.7,7,4.759937632,18.9938908,28.94828971,-0.864745551,-0.908964661
28,0.7,7,4.740878632,19.07601031,28.63070571,2.463110449,-0.919951661
28,0.7,7,4.633732632,17.88850981,28.65957771,-5.999969551,-0.925444661
28,0.7,7,4.758392632,17.89166863,28.97716171,1.401639449,-0.919951661
28,0.7,7,4.699925632,18.08115859,28.37086471,1.114755449,-0.925444661
28,0.7,7,4.577326632,18.93388303,28.25537871,2.950813449,-0.897978661
28,0.7,7,4.723879632,18.36540334,28.16876571,3.954908449,-0.832060661
28,0.7,7,4.887173632,18.69070294,27.50472571,2.090161449,-0.788115661
28,0.7,7,4.972942632,19.48657843,27.47585471,3.209009449,-0.733183661
28,0.7,7,4.745256632,19.6602841,26.29213171,5.016380449,-0.672758661
28,0.7,7,4.856781632,19.71081541,25.80131971,4.700807449,-0.398100661
28,0.7,7,4.853948632,18.63069517,25.31050771,1.000001449,-0.255278661
28,0.7,7,4.922717632,19.1233828,24.79082471,13.70897545,0.035859339
28,0.7,7,4.953882632,18.53910901,23.69371571,6.795062449,0.211640339
28,0.7,7,4.880477632,18.94967713,22.01918171,9.635217449,0.673066339
28,0.7,7,5.140873632,18.22012705,21.03755871,13.85241745,0.958711339
28,0.7,7,4.973457632,16.7641759,19.21866871,13.07782945,1.442109339
28,0.7,7,4.841842632,15.07767013,17.65961971,14.77044745,1.442109339
28,0.7,7,4.751180632,14.38601608,16.70686771,23.97944145,2.293549339
28,0.7,7,4.920914632,13.44170548,15.23443371,22.97534545,2.293549339
28,0.7,7,5.005395632,14.27231818,14.10845371,31.09418345,3.024140339
28,0.7,7,4.962124632,15.52298527,12.28956471,20.47944945,3.024140339
28,0.7,7,4.960064632,16.95050704,10.78825971,19.67617245,3.617402339
28,0.7,7,4.912672632,17.40213982,9.027113709,19.56141845,3.617402339
28,0.7,7,5.223551632,17.27264782,7.323709709,16.92208145,4.106294339
28,0.7,7,4.730060632,15.41876383,6.053374709,17.43847345,4.304047339
28,0.7,7,4.711773632,13.91859901,5.100623709,16.74995045,4.375459339
28,0.7,7,5.069013632,12.55108501,3.310606709,15.43028145,4.452363339
28,0.7,7,5.084724632,13.8522736,1.260748709,24.69665345,4.452363339
28,0.7,7,5.192386632,14.39233372,-0.673623291,13.79504045,4.611665339
28,0.7,7,5.156842632,14.71763332,-2.752352291,13.36471445,4.611665339
28,0.7,7,5.158130632,13.73226787,-4.398012291,13.42209045,4.924775339
28,0.7,7,5.190325632,13.0058668,-5.523989291,13.33602545,4.924775339
28,0.7,7,5.168175632,11.89416817,-7.602717291,13.27864845,5.309296339
28,0.7,7,4.967791632,11.16777691,-9.363861291,13.96717145,5.309296339
28,0.7,7,5.304426632,10.30873483,-11.84678629,-5.196694551,5.820161339
28,0.7,7,5.178735632,9.768674708,-15.02261829,13.47946745,5.820161339
28,0.7,7,5.161478632,8.309574548,-16.35069429,13.47946745,6.413422339
28,0.7,7,5.087042632,7.706347838,-19.35329829,12.81963345,6.413422339
28,0.7,7,5.212734632,7.977957308,-21.43202429,11.93029245,6.830903339
28,0.7,7,5.163539632,7.384207058,-23.68397729,12.18848745,7.264863339
28,0.7,7,5.303654632,6.540959078,-26.13802829,13.02045245,7.462617339
28,0.7,7,5.259095632,5.422942808,-27.58158729,12.84832245,7.874604339
28,0.7,7,5.421618632,4.993421768,-28.85191929,12.44668345,8.066865339
28,0.7,7,5.320138632,4.867088588,-30.61306129,11.95898045,8.407441339
28,0.7,7,5.239005632,4.715494658,-31.82565029,12.10242245,8.550263339
28,0.7,7,5.308548632,5.163968618,-33.29808029,12.13111145,8.945771339
28,0.7,7,5.344607632,4.794455348,-34.30857129,11.72947245,8.945771339
28,0.7,7,4.960579632,4.421783258,-34.79938129,12.18848745,9.214936339
28,0.7,7,5.372939632,4.803931808,-35.55003129,11.98766845,9.214936339
28,0.7,7,5.335077632,4.387046048,-35.20357729,11.52865345,9.363252339
28,0.7,7,5.362636632,4.036475888,-35.98309929,12.21717645,9.478608339
28,0.7,7,5.591612632,4.207022738,-36.21406829,12.70487945,9.517060339
28,0.7,7,5.510479632,4.617590858,-36.82036229,11.98766845,9.593964339
28,0.7,7,5.831406632,4.611273218,-37.16681629,11.90160345,9.637910339
28,0.7,7,5.406422632,4.614432038,-36.87810529,11.61471945,9.709321339
28,0.7,7,5.401013632,4.364934308,-36.93584729,11.72947245,9.747773339
28,0.7,7,5.528766632,4.699710368,-37.74424029,11.87291545,9.808198339
28,0.7,7,5.455102632,3.610113668,-37.74424029,12.30324145,9.841157339
28,0.7,7,5.483949632,4.459679288,-38.11956529,11.44258845,9.879609339
28,0.7,7,5.504555632,5.037635438,-37.71536929,11.64340745,9.907075339
28,0.7,7,5.380408632,4.743924038,-38.06182329,11.78684945,9.983979339
28,0.7,7,5.321683632,4.882882688,-38.23505029,11.52865345,9.983979339
28,0.7,7,5.523357632,4.961843378,-38.92795729,11.52865345,9.983979339
28,0.7,7,5.433466632,4.784978888,-39.01457129,11.58603045,9.983979339
28,0.7,7,5.576673632,4.993421768,-39.01457129,11.29914645,10.00045934
28,0.7,7,5.686396632,4.560741908,-39.07231329,11.52865345,10.02243134
28,0.7,7,5.523099632,4.327038278,-39.41876729,11.47127745,10.02792434
28,0.7,7,5.575128632,4.920778718,-39.76522129,10.89750845,10.04989734
28,0.7,7,5.562764632,4.443885188,-40.25603129,10.20898545,10.06088334
28,0.7,7,5.617111632,4.784978888,-40.42925829,10.78275445,10.09933634
28,0.7,7,5.721683632,4.244918768,-41.00668129,11.12701545,10.11032234
28,0.7,7,5.476222632,4.124903228,-41.38200629,10.72537745,10.11581534
28,0.7,7,5.495025632,4.702869188,-42.04604329,9.176202449,10.13778834
28,0.7,7,5.741515632,4.159650248,-41.55523329,9.864724449,10.16525434
28,0.7,7,5.556325632,4.740765218,-41.61297529,9.893413449,10.18173334
28,0.7,7,5.634110632,4.188069818,-41.72846029,9.233579449,10.18722634
28,0.7,7,5.713183632,4.507051778,-41.72846029,9.377021449,10.20919934
28,0.7,7,5.704941632,4.311244178,-42.01717129,9.635217449,10.20919934
28,0.7,7,5.598824632,4.706018198,-42.94104829,8.975383449,10.24215834
28,0.7,7,5.697471632,4.232283488,-42.82556429,9.290955449,10.24215834
28,0.7,7,5.569204632,4.611273218,-43.77831229,9.549151449,10.28610334
28,0.7,7,5.706229632,4.841827838,-42.71007929,8.745875449,10.28610334
28,0.7,7,5.698759632,4.589171288,-43.51847229,8.487679449,10.27511734
28,0.7,7,5.807195632,4.544957618,-42.96992029,8.372926449,10.28610334
28,0.7,7,5.770363632,4.396512698,-43.46072929,9.319644449,10.28610334
28,0.7,7,5.831921632,4.674439808,-43.92266829,8.717187449,10.31356934
28,0.7,7,5.874420632,4.159650248,-43.51847229,8.774564449,10.31356934
28,0.7,7,5.613762632,4.421783258,-44.06702329,8.774564449,10.33004834
28,0.7,7,5.778347632,4.478632208,-44.35573529,8.229484449,10.33004834
28,0.7,7,5.809513632,4.484949848,-44.24025029,7.799157449,10.32455534
28,0.7,7,5.855875632,4.472314568,-44.50009129,7.569650449,10.32455534
28,0.7,7,5.940100632,4.112277758,-44.00928129,7.799157449,10.31906234
28,0.7,7,5.873132632,4.500734138,-43.43185829,8.172107449,10.31906234
28,0.7,7,5.908934632,4.361775488,-44.38460629,6.909816449,10.29708934
28,0.7,7,5.996249632,5.012374688,-45.01977129,7.053258449,10.29708934
28,0.7,7,6.104943632,4.510210598,-43.74944129,6.536866449,10.28610334
28,0.7,7,5.843254632,4.282814798,-44.38460629,6.364736449,10.29159634
28,0.7,7,5.866950632,4.409147978,-45.16412729,7.110635449,10.29159634
28,0.7,7,5.794832632,4.892359148,-45.53945229,6.737685449,10.28610334
28,0.7,7,5.986204632,4.844986658,-45.27961229,6.422113449,10.28610334
28,0.7,7,6.186077632,4.731288758,-45.51058129,5.963098449,10.30258334
28,0.7,7,6.114731632,4.124903228,-45.65493729,5.073757449,10.31906234
28,0.7,7,6.020718632,4.345981388,-45.36622529,5.188510449,10.29708934
28,0.7,7,6.030763632,4.456520468,-45.48171029,4.987691449,10.29708934
28,0.7,7,6.348603632,4.399671518,-45.01977129,4.901626449,10.27511734
28,0.7,7,6.293999632,4.260712868,-45.04864329,4.959003449,10.27511734
28,0.7,7,5.797665632,4.838669018,-45.82816429,4.844249449,10.25863734
28,0.7,7,6.134048632,5.647179788,-45.65493729,4.557365449,10.24215834
28,0.7,7,6.126579632,4.737606398,-45.82816429,4.672119449,10.23117134
28,0.7,7,6.081247632,4.835510198,-45.85703529,4.959003449,10.21469234
28,0.7,7,6.131730632,4.892359148,-45.30848329,4.901626449,10.20919934
28,0.7,7,6.129927632,4.642861418,-46.03026229,3.639336449,10.20919934
28,0.7,7,5.949887632,4.873406228,-46.52107129,4.528677449,10.21469234
28,0.7,7,5.989810632,4.503892958,-46.46332929,3.811466449,10.22567834
28,0.7,7,6.301468632,4.867088588,-46.20348929,4.327858449,10.22567834
28,0.7,7,6.208228632,5.028158978,-46.52107129,3.811466449,10.22567834
28,0.7,7,6.233470632,5.205023468,-46.86752529,3.754089449,10.24215834
28,0.7,7,6.171653632,4.538639978,-46.86752529,3.524582449,10.24765134
28,0.7,7,6.257939632,5.069223638,-47.04075229,3.438517449,10.24215834
28,0.7,7,6.222137632,5.113437308,-47.50269029,2.836060449,10.23117134
28,0.7,7,6.454207632,5.028158978,-47.64704629,2.319668449,10.22567834
28,0.7,7,6.074550632,4.857621938,-47.99350029,1.889342449,10.22567834
28,0.7,7,6.308423632,4.728129938,-47.90688629,1.831965449,10.22567834
28,0.7,7,6.353240632,5.081849108,-48.51318029,1.258197449,10.22567834
28,0.7,7,6.334437632,4.601796758,-47.64704629,1.057378449,10.21469234
28,0.7,7,6.129927632,4.930255178,-47.56043329,1.344262449,10.18722634
28,0.7,7,6.347058632,4.677598628,-47.82027329,0.971313449,10.16525434
28,0.7,7,6.339846632,5.375570318,-48.02237129,1.315574449,10.11032234
