MAX,Load,V,Fxw
28,7,3.497121632,6.803092088
28,7,3.414960632,6.882042968
28,7,3.521846632,6.774662708
28,7,3.400794632,6.705188288
28,7,3.642899632,6.822045008
28,7,3.415990632,7.204183748
28,7,3.651913632,6.913631168
28,7,3.776829632,7.248407228
28,7,3.423974632,7.188399458
28,7,3.561253632,6.995740868
28,7,3.615855632,7.343152208
28,7,3.714242632,6.859941038
28,7,3.622552632,7.223136668
28,7,3.668139632,7.021011428
28,7,3.528801632,6.986264408
28,7,3.650883632,7.722141938
28,7,3.623324632,7.917949538
28,7,3.754937632,7.820045738
28,7,3.644959632,7.731608588
28,7,3.941409632,7.993741598
28,7,3.788934632,8.205343298
28,7,3.792283632,8.470635128
28,7,3.734332632,8.596968308
28,7,3.727378632,9.140187248
28,7,3.686684632,9.446533928
28,7,3.527770632,8.688554468
28,7,3.748755632,9.456010388
28,7,3.853067632,9.509700518
28,7,3.796919632,9.882372608
28,7,3.816751632,9.661294448
28,7,3.919774632,10.53928945
28,7,3.679987632,10.46348758
28,7,3.909987632,10.54243846
28,7,3.835810632,11.9320642
28,7,3.997300632,12.5826634
28,7,3.892988632,13.30906447
28,7,3.954030632,13.72910905
28,7,4.033101632,13.27747627
28,7,3.751331632,13.9659715
28,7,3.784041632,13.1037706
28,7,3.929562632,13.26799981
28,7,4.041600632,13.2332626
28,7,3.919774632,13.3311664
28,7,4.141276632,13.87754416
28,7,4.081522632,14.11440661
28,7,4.151836632,14.1775732
28,7,4.102642632,14.54708647
28,7,4.200772632,13.89017944
28,7,4.133034632,14.0954635
28,7,4.147457632,14.09862232
28,7,4.123762632,14.45865913
28,7,3.964075632,14.28495346
28,7,4.303796632,14.55024529
28,7,3.999618632,14.45550031
28,7,4.181713632,13.62172879
28,7,4.186091632,13.40696827
28,7,4.266192632,13.23642142
28,7,4.215968632,12.87638461
28,7,4.238633632,12.75005143
28,7,4.132519632,12.22894423
28,7,4.255375632,11.60992342
28,7,4.143851632,11.51833726
28,7,4.406563632,11.69520175
28,7,4.044433632,12.24788734
28,7,4.281388632,12.63635353
28,7,4.245587632,12.48160078
28,7,4.289888632,12.20683249
28,7,4.357111632,12.01418371
28,7,4.273919632,12.42159301
28,7,4.172698632,12.20367367
28,7,4.345006632,12.66162409
28,7,4.082810632,12.51633799
28,7,4.325174632,12.55424383
28,7,4.229104632,12.907963
28,7,4.649701632,12.75005143
28,7,4.437213632,12.32368921
28,7,4.415062632,13.15114309
28,7,4.450091632,13.0058668
28,7,4.436440632,12.80374156
28,7,4.343460632,12.93954139
28,7,4.308175632,12.82269448
28,7,4.526844632,13.65962482
28,7,4.472241632,12.87954343
28,7,4.461423632,12.90164536
28,7,4.487695632,13.37853889
28,7,4.538692632,14.14915363
28,7,4.691683632,14.33548477
28,7,4.524526632,15.33033649
28,7,4.571145632,15.60510478
28,7,4.547706632,15.51666763
28,7,4.911642632,16.17358447
28,7,4.798572632,16.50520171
28,7,4.689880632,18.72544015
28,7,4.582220632,17.66427283
28,7,4.695804632,18.98442415
28,7,4.691941632,19.09811224
28,7,4.682154632,17.75270017
28,7,4.682411632,18.19801531
28,7,4.632444632,18.07169194
28,7,4.759937632,18.9938908
28,7,4.740878632,19.07601031
28,7,4.633732632,17.88850981
28,7,4.758392632,17.89166863
28,7,4.699925632,18.08115859
28,7,4.577326632,18.93388303
28,7,4.723879632,18.36540334
28,7,4.887173632,18.69070294
28,7,4.972942632,19.48657843
28,7,4.745256632,19.6602841
28,7,4.856781632,19.71081541
28,7,4.853948632,18.63069517
28,7,4.922717632,19.1233828
28,7,4.953882632,18.53910901
28,7,4.880477632,18.94967713
28,7,5.140873632,18.22012705
28,7,4.973457632,16.7641759
28,7,4.841842632,15.07767013
28,7,4.751180632,14.38601608
28,7,4.920914632,13.44170548
28,7,5.005395632,14.27231818
28,7,4.962124632,15.52298527
28,7,4.960064632,16.95050704
28,7,4.912672632,17.40213982
28,7,5.223551632,17.27264782
28,7,4.730060632,15.41876383
28,7,4.711773632,13.91859901
28,7,5.069013632,12.55108501
28,7,5.084724632,13.8522736
28,7,5.192386632,14.39233372
28,7,5.156842632,14.71763332
28,7,5.158130632,13.73226787
28,7,5.190325632,13.0058668
28,7,5.168175632,11.89416817
28,7,4.967791632,11.16777691
28,7,5.304426632,10.30873483
28,7,5.178735632,9.768674708
28,7,5.161478632,8.309574548
28,7,5.087042632,7.706347838
28,7,5.212734632,7.977957308
28,7,5.163539632,7.384207058
28,7,5.303654632,6.540959078
28,7,5.259095632,5.422942808
28,7,5.421618632,4.993421768
28,7,5.320138632,4.867088588
28,7,5.239005632,4.715494658
28,7,5.308548632,5.163968618
28,7,5.344607632,4.794455348
28,7,4.960579632,4.421783258
28,7,5.372939632,4.803931808
28,7,5.335077632,4.387046048
28,7,5.362636632,4.036475888
28,7,5.591612632,4.207022738
28,7,5.510479632,4.617590858
28,7,5.831406632,4.611273218
28,7,5.406422632,4.614432038
28,7,5.401013632,4.364934308
28,7,5.528766632,4.699710368
28,7,5.455102632,3.610113668
28,7,5.483949632,4.459679288
28,7,5.504555632,5.037635438
28,7,5.380408632,4.743924038
28,7,5.321683632,4.882882688
28,7,5.523357632,4.961843378
28,7,5.433466632,4.784978888
28,7,5.576673632,4.993421768
28,7,5.686396632,4.560741908
28,7,5.523099632,4.327038278
28,7,5.575128632,4.920778718
28,7,5.562764632,4.443885188
28,7,5.617111632,4.784978888
28,7,5.721683632,4.244918768
28,7,5.476222632,4.124903228
28,7,5.495025632,4.702869188
28,7,5.741515632,4.159650248
28,7,5.556325632,4.740765218
28,7,5.634110632,4.188069818
28,7,5.713183632,4.507051778
28,7,5.704941632,4.311244178
28,7,5.598824632,4.706018198
28,7,5.697471632,4.232283488
28,7,5.569204632,4.611273218
28,7,5.706229632,4.841827838
28,7,5.698759632,4.589171288
28,7,5.807195632,4.544957618
28,7,5.770363632,4.396512698
28,7,5.831921632,4.674439808
28,7,5.874420632,4.159650248
28,7,5.613762632,4.421783258
28,7,5.778347632,4.478632208
28,7,5.809513632,4.484949848
28,7,5.855875632,4.472314568
28,7,5.940100632,4.112277758
28,7,5.873132632,4.500734138
28,7,5.908934632,4.361775488
28,7,5.996249632,5.012374688
28,7,6.104943632,4.510210598
28,7,5.843254632,4.282814798
28,7,5.866950632,4.409147978
28,7,5.794832632,4.892359148
28,7,5.986204632,4.844986658
28,7,6.186077632,4.731288758
28,7,6.114731632,4.124903228
28,7,6.020718632,4.345981388
28,7,6.030763632,4.456520468
28,7,6.348603632,4.399671518
28,7,6.293999632,4.260712868
28,7,5.797665632,4.838669018
28,7,6.134048632,5.647179788
28,7,6.126579632,4.737606398
28,7,6.081247632,4.835510198
28,7,6.131730632,4.892359148
28,7,6.129927632,4.642861418
28,7,5.949887632,4.873406228
28,7,5.989810632,4.503892958
28,7,6.301468632,4.867088588
28,7,6.208228632,5.028158978
28,7,6.233470632,5.205023468
28,7,6.171653632,4.538639978
28,7,6.257939632,5.069223638
28,7,6.222137632,5.113437308
28,7,6.454207632,5.028158978
28,7,6.074550632,4.857621938
28,7,6.308423632,4.728129938
28,7,6.353240632,5.081849108
28,7,6.334437632,4.601796758
28,7,6.129927632,4.930255178
28,7,6.347058632,4.677598628
28,7,6.339846632,5.375570318
28,7,6.211061632,5.678758178
28,7,6.258197632,5.318721368
28,7,6.317438632,5.258713598
28,7,6.487949632,5.470315298
28,7,6.512933632,4.990262948
28,7,6.434117632,4.788137708
28,7,6.423814632,4.895517968
28,7,6.445450632,4.753400498
28,7,6.296317632,4.702869188
28,7,6.422784632,4.582853648
28,7,6.284469632,4.822874918
28,7,6.450086632,4.908153248
28,7,6.601280632,5.577695558
28,7,6.524009632,5.511370148
28,7,6.579902632,5.388205598
28,7,6.758141632,5.441895728
28,7,6.526584632,4.712335838
28,7,6.580159632,5.283984158
28,7,6.630901632,5.568219098
28,7,6.696066632,5.138698058
28,7,6.751444632,5.053429538
28,7,6.590720632,4.832351378
28,7,6.677779632,5.745083588
28,7,6.471464632,5.385046778
28,7,6.633476632,4.977627668
28,7,6.662840632,4.766025968
28,7,6.743459632,4.393353878
28,7,6.821246632,5.066064818
28,7,6.748611632,4.939731638
28,7,6.688854632,5.501893688
28,7,6.656143632,5.672440538
28,7,6.712551632,4.636543778
28,7,6.893624632,5.119754948
28,7,6.910881632,4.952366918
28,7,6.808368632,5.372411498
28,7,6.792398632,5.160809798
28,7,6.774368632,5.113437308
28,7,6.844685632,5.340823298
28,7,6.916290632,4.791296528
28,7,6.594326632,5.078690288
28,7,7.139607632,5.710346378
28,7,6.946169632,6.225135938
28,7,6.973472632,4.917619898
28,7,6.940245632,4.778661248
28,7,7.056153632,5.223976388
28,7,7.079334632,5.565060278
28,7,7.159955632,5.394513428
28,7,6.900321632,4.747082858
28,7,7.077789632,5.830352108
28,7,6.734702632,5.208182288
28,7,7.065168632,5.574536738
28,7,7.037607632,5.328197828
28,7,6.897488632,5.293450808
28,7,7.410060632,5.186070548
28,7,7.049456632,4.683916268
28,7,7.098910632,5.135539238
28,7,7.220485632,5.422942808
28,7,7.015199632,5.325039008
28,7,7.120031632,5.700869918
28,7,6.849064632,6.490427768
28,7,7.211212632,4.923937538
28,7,6.800898632,4.424942078
28,7,7.235167632,4.819716098
28,7,7.194985632,5.956685288
28,7,7.172834632,4.819716098
28,7,7.259121632,5.119754948
28,7,7.167940632,5.745083588
28,7,7.497894632,6.124073318
28,7,7.845881632,5.220817568
28,7,7.300333632,4.800772988
28,7,7.262985632,5.309244908
28,7,7.300591632,5.059747178
28,7,7.337424632,4.320720638
28,7,7.322485632,5.549275988
28,7,7.428348632,5.899836338
28,7,7.576712632,5.561901458
28,7,7.391515632,6.468316028
28,7,7.407485632,5.170286258
28,7,7.412121632,5.287142978
28,7,7.462091632,4.674439808
28,7,7.471621632,5.321880188
28,7,7.376833632,4.987104128
28,7,7.466470632,4.683916268
28,7,7.516439632,5.833510928
28,7,7.580318632,4.983945308
28,7,7.573106632,5.798773718
28,7,7.573106632,5.704028738
28,7,7.357000632,5.896677518
28,7,7.626682632,5.103960848
28,7,7.458742632,4.620749678
28,7,7.862108632,5.407148708
28,7,7.643940632,5.985104858
28,7,7.602470632,5.770344338
28,7,7.660425632,5.577695558
28,7,7.643940632,5.656656248
28,7,7.683607632,4.551265448
28,7,7.599122632,4.933413998
28,7,7.259379632,4.886041508
28,7,7.675107632,4.409147978
28,7,7.686440632,4.557583088
28,7,7.636985632,5.621909228
28,7,7.708334632,5.457680018
28,7,7.620243632,4.788137708
28,7,8.005322632,5.915630438
28,7,7.711683632,4.895517968
28,7,7.805184632,4.728129938
28,7,7.630546632,4.674439808
28,7,7.833260632,4.450202828
28,7,7.797456632,5.795614898
28,7,7.952776632,4.611273218
28,7,7.635955632,5.233452848
28,7,7.858502632,5.088166748
28,7,7.877306632,4.377569588
28,7,8.029020632,4.889200328
28,7,7.927018632,3.881723138
28,7,7.868806632,4.481791028
28,7,8.026702632,5.732448308
28,7,7.825275632,5.211341108
28,7,7.895079632,5.508211328
28,7,8.137203632,4.965002198
28,7,7.935003632,4.734447578
28,7,8.010989632,4.766025968
28,7,7.867260632,4.762867148
28,7,7.970034632,5.868257948
28,7,7.892503632,4.399671518
28,7,7.939897632,4.510210598
28,7,7.437879632,5.713495388
28,7,8.357435632,4.219658018
28,7,7.832229632,4.172285528
28,7,7.631576632,5.287142978
28,7,8.020262632,5.157650978
28,7,7.988580632,4.507051778
28,7,8.143901632,5.754560048
28,7,7.957155632,4.396512698
28,7,7.986262632,4.996580588
28,7,8.127931632,4.304926538
28,7,8.088778632,4.946049278
28,7,8.115309632,4.519687058
28,7,8.281964632,4.775502428
28,7,8.134370632,4.595488928
28,7,8.333480632,3.872246678
28,7,8.150082632,4.213340378
28,7,8.120461632,4.595488928
28,7,8.074354632,4.273348148
28,7,8.180992632,4.573377188
28,7,8.408437632,4.886041508
28,7,7.879881632,5.006057048
28,7,8.218599632,4.851304298
28,7,8.114536632,4.535481158
28,7,8.176871632,4.282814798
28,7,8.046020632,4.026999428
28,7,8.089294632,4.428100898
28,7,7.874987632,4.415465618
28,7,8.044990632,4.447044008
28,7,8.129734632,5.542958348
28,7,8.162446632,4.368093128
28,7,8.043187632,4.289132438
28,7,8.387057632,3.651168518
28,7,8.008413632,4.172285528
28,7,8.278615632,4.289132438
28,7,8.185886632,4.965002198
28,7,8.194902632,5.107119668
28,7,8.268312632,4.270189328
28,7,8.248994632,3.843827108
28,7,8.261873632,3.755389958
28,7,8.346102632,4.052269988
28,7,8.178932632,3.897517238
28,7,8.151628632,4.589171288
28,7,8.188204632,4.724971118
28,7,8.112476632,4.519687058
28,7,8.080278632,4.358616668
28,7,8.295358632,3.025839878
28,7,8.246933632,3.227965118
28,7,8.153689632,3.227965118
28,7,8.110158632,3.824874188
28,7,8.063020632,3.982785758
28,7,7.988837632,4.083848378
28,7,8.136173632,3.783819338
28,7,8.434195632,3.243759218
28,7,8.213190632,3.916460348
28,7,8.216023632,3.107959388
28,7,8.234054632,3.992262218
28,7,8.262903632,3.998579858
28,7,8.201856632,4.409147978
28,7,8.226326632,3.635384228
28,7,8.193098632,4.030158248
28,7,8.186917632,3.186910268
28,7,0.003410384,-0.077852985
28,7,-0.004831616,0.215858415
28,7,0.007788384,-0.131543115
28,7,0.006758384,0.209540775
28,7,-0.013588616,0.168485925
28,7,-0.006891616,-0.055751055
28,7,0.006758384,-0.008378565
28,7,0.008046384,0.193746675
28,7,0.017833384,0.076899765
28,7,0.001349384,0.285342645
28,7,-0.001225616,-0.021013845
28,7,-0.001483616,-0.058909875
28,7,0.001607384,-0.115758825
28,7,-0.007664616,0.481150245
28,7,-0.006119616,0.500103165
28,7,-0.003543616,0.853822335
28,7,-0.009209616,0.326397495
28,7,-0.004058616,0.471673785
28,7,-0.001483616,0.086366415
28,7,-0.003543616,-0.478954455
28,7,-0.002513616,-0.074703975
28,7,0.014999384,0.503261985
28,7,-0.034450616,0.680116665
28,7,-0.036252616,0.781179285
28,7,-0.022345616,0.367452345
28,7,-0.001998616,0.073740945
28,7,-0.012558616,0.215858415
28,7,0.006243384,0.209540775
28,7,0.039209384,0.496944345
28,7,0.059556384,1.030686825
28,7,0.015515384,0.616950075
28,7,0.257614384,0.459038505
28,7,0.129610384,0.689593125
28,7,0.074237384,0.288501465
28,7,0.001607384,0.174803565
28,7,0.031998384,0.285342645
28,7,0.207134384,0.481150245
28,7,0.008818384,0.803291025
28,7,0.075782384,0.733806795
28,7,0.044360384,0.263230905
28,7,0.188075384,0.405348375
28,7,0.209967384,0.474832605
28,7,0.058011384,0.711704865
28,7,0.158714384,0.563259945
28,7,0.107976384,0.585371685
28,7,0.076039384,-0.062068695
28,7,0.178803384,0.926465385
28,7,0.122399384,1.024369185
28,7,0.178803384,0.364293525
28,7,0.154335384,0.736965615
28,7,0.191423384,0.689593125
28,7,0.161289384,0.471673785
28,7,0.241646384,0.427460115
28,7,0.232116384,0.654855915
28,7,0.247312384,0.718022505
28,7,0.243964384,0.796973385
28,7,0.275127384,0.575895225
28,7,0.272037384,1.018051545
28,7,0.220526384,0.980155515
28,7,0.293929384,0.443254215
28,7,0.248599384,0.718022505
28,7,0.311700384,0.392722905
28,7,0.314790384,0.920147745
28,7,0.316593384,0.699069585
28,7,0.332304384,0.695910765
28,7,0.316593384,0.702228405
28,7,0.347242384,0.566418765
28,7,0.345954384,1.027528005
28,7,0.356256384,0.800132205
28,7,0.322517384,0.800132205
28,7,0.380724384,0.585371685
28,7,0.393859384,0.692751945
28,7,0.385102384,1.033845645
28,7,0.379951384,0.948567315
28,7,0.384587384,0.686434305
28,7,0.412660384,1.065424035
28,7,0.399268384,0.853822335
28,7,0.426568384,1.144374915
28,7,0.430431384,1.052788755
28,7,0.423993384,1.223335605
28,7,0.461080384,0.847504695
28,7,0.467519384,0.778020465
28,7,0.475503384,0.970679055
28,7,0.489153384,0.699069585
28,7,0.504349384,0.828551775
28,7,0.512848384,0.793814565
28,7,0.528816384,1.065424035
28,7,0.529332384,0.822243945
28,7,0.532165384,0.736965615
28,7,0.556375384,1.134908265
28,7,0.553284384,1.150692555
28,7,0.564101384,1.090684785
28,7,0.582387384,0.875934075
28,7,0.572858384,0.891718365
28,7,0.586508384,0.752759715
28,7,0.582645384,0.989622165
28,7,0.587281384,0.951726135
28,7,0.618445384,0.964361415
28,7,0.638534384,1.002257445
28,7,0.646260384,1.188598395
28,7,0.647548384,1.671799755
28,7,0.674076384,0.935932035
28,7,0.688757384,1.235970885
28,7,0.699574384,1.204382685
28,7,0.689529384,0.945408495
28,7,0.707043384,1.046471115
28,7,0.742328384,1.040153475
28,7,0.739495384,1.659174285
28,7,0.761129384,1.141225905
28,7,0.762159384,1.785497655
28,7,0.763189384,1.308604125
28,7,0.775294384,1.491786255
28,7,0.802080384,0.932773215
28,7,0.805943384,1.415984385
28,7,0.820366384,0.920147745
28,7,0.852303384,1.062265215
28,7,0.833244384,0.983304525
28,7,0.861574384,1.681276215
28,7,0.870331384,1.163327835
28,7,0.866983384,1.463356875
28,7,0.889133384,1.621268445
28,7,0.916433384,1.286502195
28,7,0.924417384,1.283343375
28,7,0.931886384,1.112796525
28,7,0.939098384,1.630744905
28,7,0.958929384,1.482309795
28,7,0.981079384,1.621268445
28,7,1.009925384,1.460198055
28,7,1.007607384,1.741283985
28,7,1.000138384,1.532841105
28,7,1.013273384,1.618119435
28,7,1.038513384,1.851823065
28,7,1.051906384,1.160169015
28,7,1.078949384,1.734966345
28,7,1.093887384,1.734966345
28,7,1.110628384,1.333874685
28,7,1.100584384,1.937091585
28,7,1.114234384,1.858140705
28,7,1.067617384,1.482309795
28,7,1.182743384,1.520205825
28,7,1.161109384,1.867617165
28,7,1.175016384,1.697070315
28,7,1.190985384,1.769713365
28,7,1.192015384,1.614960615
28,7,1.222921384,2.117114895
28,7,1.225239384,1.504421535
28,7,1.236314384,1.791815295
28,7,1.261039384,2.151852105
28,7,1.288082384,1.836028965
28,7,1.313065384,1.990781715
28,7,1.317443384,2.009734635
28,7,1.342941384,1.984473885
28,7,1.353243384,1.921307295
28,7,1.379514384,1.757078085
28,7,1.423555384,2.205542235
28,7,1.355561384,2.584531965
28,7,1.406814384,2.123432535
28,7,1.419950384,2.006575815
28,7,1.453689384,1.940250405
28,7,1.453947384,2.379247905
28,7,1.468112384,2.350828335
28,7,1.455234384,2.218177515
28,7,1.509836384,2.464526235
28,7,1.571649384,2.252924535
28,7,1.595343384,2.357145975
28,7,1.467082384,2.780349375
28,7,1.406299384,2.382406725
28,7,1.697077384,2.701388685
28,7,1.419950384,2.483469345
28,7,1.662565384,2.894037465
28,7,1.680079384,2.805610125
28,7,1.514729384,2.594008425
28,7,1.668746384,2.928784485
28,7,1.707379384,3.001417725
28,7,1.662565384,2.707706325
28,7,1.726953384,2.575055505
28,7,1.721030384,2.802451305
28,7,1.743952384,3.077219595
28,7,1.766874384,3.374089815
28,7,1.712530384,3.033005925
28,7,1.757345384,3.361464345
28,7,1.755542384,2.982474615
28,7,1.817870384,2.767714095
28,7,1.919604384,2.925625665
28,7,1.899772384,3.105639165
28,7,1.796750384,2.982474615
28,7,1.922437384,3.298297755
28,7,1.872214384,3.077219595
28,7,1.910589384,3.503581815
28,7,1.948450384,3.415154475
28,7,1.954889384,3.873095085
28,7,1.953343384,3.737285445
28,7,2.196475384,3.446732865
28,7,1.946389384,3.266709555
28,7,1.935572384,3.408836835
28,7,1.996097384,3.487787715
28,7,2.069500384,3.689912955
28,7,2.040912384,3.582532695
28,7,2.087529384,3.434097585
28,7,2.086241384,3.816246135
28,7,2.145221384,4.226814255
28,7,2.115603384,3.813087315
28,7,2.150372384,3.850983345
28,7,2.127193384,3.816246135
28,7,2.155781384,3.642540465
28,7,2.202141384,3.993110625
28,7,2.323192384,3.661493385
28,7,2.236138384,4.005736095
28,7,2.261894384,4.091014425
28,7,2.254167384,3.854142165
28,7,2.356416384,3.933102855
28,7,2.276832384,4.059426225
28,7,2.335039384,3.958363605
28,7,2.364143384,4.106808525
28,7,2.418229384,4.135228095
28,7,2.432910384,3.892048005
28,7,2.535160384,4.204712325
28,7,2.066925384,4.302616125
28,7,2.493951384,4.485788445
28,7,2.433168384,4.697390145
28,7,2.248501384,4.492106085
28,7,2.480300384,4.766874375
28,7,2.562718384,4.463686515
28,7,2.511207384,4.353147435
28,7,2.544947384,4.883731095
28,7,2.558597384,4.631074545
28,7,2.551643384,5.079538695
28,7,2.661619384,4.896366375
28,7,2.502708384,4.700548965
28,7,2.645651384,4.918468305
28,7,2.613714384,5.120593545
28,7,2.656983384,5.142705285
28,7,2.702313384,5.114275905
28,7,2.733477384,5.657494845
28,7,2.759490384,5.246926725
28,7,2.675270384,5.044801485
28,7,2.619380384,4.987952535
28,7,2.781125384,5.442734325
28,7,2.843969384,4.984793715
28,7,2.986655384,5.572226325
28,7,2.801987384,5.177442495
28,7,2.804048384,5.821724055
28,7,2.841393384,5.474322525
28,7,2.897025384,5.581702785
28,7,2.799927384,5.227973805
28,7,3.026834384,5.869096545
28,7,2.895480384,5.967000345
28,7,2.900631384,5.818565235
28,7,3.003911384,5.682765405
28,7,2.905782384,6.039643395
28,7,2.978156384,6.702877875
28,7,2.963732384,5.963841525
28,7,3.121872384,6.500742825
28,7,3.189610384,6.418633125
28,7,3.077057384,6.529172205
28,7,3.120327384,5.992270905
28,7,2.931280384,6.434427225
28,7,3.027349384,6.491276175
28,7,3.103586384,6.598646625
28,7,3.112343384,6.867097275
28,7,3.077315384,6.895526655
28,7,3.231592384,7.223985075
28,7,3.139644384,7.053438225
28,7,3.108994384,7.223985075
28,7,3.261468384,7.524014115
28,7,3.183943384,7.432427955
28,7,3.220517384,7.223985075
28,7,3.317873384,7.981954725
28,7,3.316328384,7.931423415
28,7,3.265074384,7.524014115
28,7,3.124448384,8.433587505
28,7,3.270998384,8.212509345
28,7,3.265589384,8.342001345
28,7,3.267650384,8.354626815
28,7,3.397458384,8.281993575
28,7,3.476786384,8.923116315
28,7,3.244212384,8.455689435
28,7,3.719148384,9.425270595
28,7,3.413169384,9.829530885
28,7,3.444334384,10.0284973
28,7,3.506663384,9.899005305
28,7,3.525722384,10.19588533
28,7,3.553023384,10.17377359
28,7,3.518253384,10.5338104
28,7,3.799764384,10.60329463
28,7,3.505890384,11.02333921
28,7,3.545554384,11.17809196
28,7,3.584188384,12.04345168
28,7,3.631063384,11.98976155
28,7,3.606080384,12.5835118
28,7,3.537312384,12.70667635
28,7,3.549675384,12.63088429
28,7,3.706013384,12.26768866
28,7,3.695196384,12.84564481
28,7,3.705755384,12.07503007
28,7,3.718891384,12.74142337
28,7,3.759070384,12.80774878
28,7,3.812127384,12.50139229
28,7,3.581097384,12.56455888
28,7,3.948891384,12.80143114
28,7,3.957648384,12.41296495
28,7,3.911802384,12.74774101
28,7,3.801825384,13.24673647
28,7,3.778644384,13.24357765
28,7,3.904076384,13.60046545
28,7,3.827066384,13.84680436
28,7,3.917211384,14.0489296
28,7,3.926998384,13.4457127
28,7,3.946573384,12.99723874
28,7,3.955588384,12.36559246
28,7,3.844580384,12.79195468
28,7,4.054748384,13.39202257
28,7,3.853852384,12.75089983
28,7,4.188679384,12.83616835
28,7,3.970268384,12.46033744
28,7,4.006069384,13.3320148
28,7,4.105230384,13.84364554
28,7,4.122744384,14.35844491
28,7,4.055006384,14.12789029
28,7,4.074065384,14.11525501
28,7,4.186104384,13.93839052
28,7,4.133561384,14.85428155
